,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories
128740,xhyzmAnZp2snpBklfcr3Sw,"""Sizzle Korean Barbeque""","""21001 N Tatum Blvd, Ste 36-1210""",Phoenix,AZ,85050,33.6761745217,-111.97203670799999,4.0,253,1,Bars;Barbeque;Korean;Asian Fusion;Nightlife;Restaurants
128751,hPfszfTC6xu9Ysd3sIHm8Q,"""Kawaii Sushi and Asian Cuisine""","""6530 W Happy Valley Rd, Ste 112""",Glendale,AZ,85310,33.7136149619,-112.201048359,4.0,179,1,Japanese;Food;Asian Fusion;Specialty Food;Chinese;Restaurants;Sushi Bars;Ethnic Food
128765,kUdC_ELKTqxJFtNvNBJ7XQ,"""Subway""","""6555 E Southern Ave""",Mesa,AZ,85206,33.3905976,-111.6896749,2.5,3,1,Restaurants;Fast Food;Sandwiches
128769,udrIB4tIAtZQOGAiukQ2Rg,"""In-N-Out Burger""","""19407 N 27th Ave""",Phoenix,AZ,85027,33.662057700000005,-112.11664250000001,4.0,100,1,Fast Food;Restaurants;Burgers
128785,FVgHb9w4pnkRBV5bZYJaZA,"""Taco Mich""","""3525 W Glendale Ave""",Phoenix,AZ,85051,33.5381973568,-112.135879915,3.0,46,1,Mexican;Restaurants
128786,WScGH9XsG8-XF_HLqviAgw,"""NYPD Pizza""","""14884 N Pima Rd""",Scottsdale,AZ,85260,33.6197724,-111.89218020000001,3.5,126,1,Restaurants;Pizza;Italian
128790,B-iNy2W5Botk4Cusp5BVyA,"""Waltz & Weiser""","""6902 E Greenway Pkwy""",Scottsdale,AZ,85254,33.624756899999994,-111.9329277,3.0,14,1,Restaurants;American (New)
128808,FqEtpS6vzKna9qbjg_vRZw,"""El Taco Tote""","""1050 S Country Club Rd""",Mesa,AZ,85210,33.395974,-111.8406513,4.0,10,0,Mexican;Restaurants
128818,eHhBGqQbDpCcSpz7SZPTbA,"""NYPD Pizza""","""8280 W Union Hills Dr""",Glendale,AZ,85308,33.6531023,-112.23577150000001,4.0,105,0,Italian;Salad;Pizza;Chicken Wings;Restaurants
128836,lpG4o7jM0YcLCRvqDBJcxA,"""Sub Factory""","""5057 E Elliot Rd""",Phoenix,AZ,85044,33.3476247,-111.97627790000001,3.0,15,0,Restaurants;Sandwiches
128856,Eypm-MmwirNTiQCOJPtVBw,"""Filberto's""","""1755 W Main St""",Mesa,AZ,85201,33.414681800000004,-111.86977659999998,3.5,7,1,Restaurants;Mexican
128870,muzZW1AqlfdWGMND0jf_kw,"""Hilal Grill""","""1638 N 40th St""",Phoenix,AZ,85008,33.466978000000005,-111.99592539999999,4.5,122,1,Restaurants;Afghan;Indian;Pakistani
128890,lkHSRUAv1Jv-U4F8ayzk0A,"""Ristorante Paesano""","""4356 W Thunderbird Rd""",Phoenix,AZ,85003,33.611160999999996,-112.153974,3.0,8,0,Restaurants;Pizza
128893,9Wc9cypUeTtjkoPLkPsF-g,"""Native Grill & Wings""","""1947 S Signal Butte, Ste A""",Mesa,AZ,85209,33.3795059,-111.59897520000001,3.0,124,1,Restaurants;Bars;American (Traditional);Sports Bars;Chicken Wings;Nightlife;American (New)
128915,KMwv6qK14VZvC-We6l9LCg,"""Taco Feliz Mexican Food""","""925 W Dobbins Rd""",Phoenix,AZ,85041,33.362881,-112.086059,3.5,21,1,Mexican;Restaurants
128936,WEpu2goj7QggSgL_nP2EMg,"""Oaxaca Restaurante Y Cantina""","""1516 W Van Buren St""",Phoenix,AZ,85007,33.451715,-112.091917,3.0,30,0,Mexican;Restaurants
128952,tWH9eZWiZM9-AaRXw0oCnA,"""Senor Pancho Villa""","""825 N 54th St""",Chandler,AZ,85226,33.3162784,-111.9680317,2.0,17,0,Salad;Bars;Restaurants;Mexican;Nightlife
128955,diw9UvW8mE24RGs-NXB_Tw,"""Fenix Eatery & Bar""","""3943 E Camelback Rd""",Phoenix,AZ,85018,33.5098007,-111.9965162,3.5,10,0,American (New);French;Restaurants
128970,EllcHdTOyvsfjPs5Md078Q,"""Morton's The Steakhouse""","""15233 N Kierland Blvd""",Scottsdale,AZ,85254,33.6253521407,-111.92616714200001,3.0,140,1,American (Traditional);Seafood;Steakhouses;Restaurants
128985,_MHUEErH3KW_KvVSOjyYhg,"""Pat's Pizza Plus""","""1135 E Glendale Ave""",Phoenix,AZ,85020,33.5379671781,-112.057103161,3.5,126,1,Sandwiches;Restaurants;Pizza;Italian
128997,qQP2bCj8H8ddp9QG-zRZ-w,"""The Barbecue Company Grill and Cafe""","""4636 S 36th St""",Phoenix,AZ,85040,33.4038261,-112.0045736,3.5,140,1,Restaurants;Barbeque
129001,Zd1Z8Q8uKdmQyjPEzSjS7Q,"""Litchfield's""","""300 E Wigwam Blvd""",Litchfield Park,AZ,85340,33.4939988,-112.35548390000001,4.0,105,1,Restaurants;American (New);Steakhouses
129043,G_-QslUoO1IsJGgSMN0rAA,"""The Detour Bar and Grill""","""6403 W Chandler Blvd""",Chandler,AZ,85226,33.3049257,-111.9519663,3.5,4,0,Bars;Nightlife;American (New);Restaurants
129066,WXPLWqJuOwPwtJa2HQ-2fA,"""Wingstop""","""1610 N 75Th Ave""",Phoenix,AZ,85035,33.4662581,-112.22132250000001,3.0,40,1,Restaurants;Chicken Wings
129067,QPAATpdZfMJI7XLIJwMUAQ,"""Hawaiian Sun BBQ""","""1652 N Higley Rd""",Gilbert,AZ,85234,33.380315700000004,-111.72249840000002,4.0,6,0,Restaurants;Hawaiian
129091,1sv3rfOPMlTzqd8J0Ay4MA,"""Tropical Smoothie Cafe""","""891 E Baseline Rd, Ste 106""",Gilbert,AZ,85233,33.378553895799996,-111.81176126,3.0,47,1,Restaurants;Juice Bars & Smoothies;Food;Vegetarian;Cafes
129104,NeS4t1XoXL_5we9VUVwbWg,"""Sushi Doraku""","""9940 W Happy Valley Rd, Ste 1060""",Peoria,AZ,85383,33.71144520000001,-112.27314820000001,3.5,95,1,Restaurants;Asian Fusion;Japanese;Sushi Bars
129108,zKRAIVLNmtLsiqjYT2XAQw,"""Lucky's Burgers & Hotdog Grill""","""7000 E Mayo Blvd, Ste 1066""",Phoenix,AZ,85054,33.658181118200005,-111.93178627,4.0,98,0,American (New);Hot Dogs;Restaurants;Burgers
129134,6Wc5DPXGudcNi2XK7QfQtA,"""Canyon Cafe""","""455 N 3rd St, Ste 114""",Phoenix,AZ,85004,33.4521542,-112.0686202,3.5,332,1,Tex-Mex;Cafes;Restaurants;Mexican
129144,No5AZnK4YUZ6_aspRa-r8w,"""PHX Eats Cafe""","""4129 E Van Buren St""",Phoenix,AZ,85008,33.4495293,-111.9911741,4.0,13,1,Event Planning & Services;Restaurants;American (New);Salad;Food;Caterers;American (Traditional);Bagels;Cafes;Burgers;Breakfast & Brunch
129155,ljkkLrW1j-tZtrJq9SFjVQ,"""Hempful Farms Cafe and Shop""","""1756 W Bell Rd""",Phoenix,AZ,85022,33.641577082800005,-112.097499052,4.0,18,1,Juice Bars & Smoothies;Breakfast & Brunch;Fashion;Restaurants;Discount Store;Souvenir Shops;Cafes;American (New);Food;Specialty Food;Shopping
129156,xRhO5lLaKbxG0IRHwYIc5w,"""Romero's Mexican Food""","""2700 W Van Buren St""",Phoenix,AZ,85009,33.451347600000005,-112.11788440000001,2.0,7,1,Mexican;Restaurants
129169,yGKoVKyyo-qpoZDcpM39uA,"""Subway""","""139 S Higley Rd, Ste 101""",Gilbert,AZ,85296,33.347645299999996,-111.7196561,2.0,13,1,Fast Food;Sandwiches;Restaurants
129213,QfG4JZvFoFpRbAxU2Fn-UQ,"""Ruby Tuesday""","""4415 East Monroe Street""",Phoenix,AZ,85034,33.4495063338,-111.98691266700001,3.5,95,1,Burgers;Restaurants;Seafood;American (Traditional)
129224,s1apC6r9pnVGBR8Mfe0czQ,"""Subway""","""5555 N 7th St, Ste 124""",Phoenix,AZ,85014,33.517794699999996,-112.063617,4.0,9,1,Food;Fast Food;Restaurants;Sandwiches;Food Delivery Services
129231,93FNDjCBsdbKkUoh3UVS4g,"""Grimaldi's Pizzeria""","""9788 W Northern Ave, Ste 1440""",Peoria,AZ,85345,33.5539348705,-112.2700745,4.0,406,1,Restaurants;Pizza
129239,2RNrD93tdvv691deX3vpWQ,"""Geno's Giant Slice""","""1720 W Southern Ave""",Mesa,AZ,85202,33.3937694,-111.8688212,4.0,26,1,Pizza;Sandwiches;Chicken Wings;Restaurants
129241,HM3uxF41fXJwpEkMwnGcKQ,"""The AZ FRY Guy""","""13048 W Rancho Santa Fe Blvd, Ste 110""",Avondale,AZ,85392,33.4616176226,-112.33729150100001,4.5,100,1,Barbeque;Chicken Wings;Soul Food;Restaurants;Fish & Chips
129263,ST66dWiUqYnvrD7zT4QBNw,"""Rito's Mexican Food- Surprise""","""15643 N Reems Rd, Ste 106""",Surprise,AZ,85374,33.6262053218,-112.39316191799999,4.0,281,1,Mexican;Restaurants
129280,aHl6kL013OHT2OiH6koVwg,"""Doglicious Hot Dogs""","""5060 W Bell Rd, Ste A""",Glendale,AZ,85308,33.6394722106,-112.16851785799999,5.0,263,1,Salad;American (Traditional);Restaurants;Fast Food;Sandwiches;Waffles;Hot Dogs
129300,hvivjrvw6Ceq26PM10t6iQ,"""Delicious Deliveries""","""2620 N Scottsdale Rd""",Scottsdale,AZ,85257,33.4776129,-111.9266521,3.5,23,0,Food;Food Delivery Services;Local Services;Couriers & Delivery Services;Restaurants
129336,gNJj1txs1vwCyFUbawbiJQ,"""Taco Bell""","""4080 S Gilbert Rd""",Gilbert,AZ,85297,33.280205800000005,-111.7895741,3.0,6,1,Fast Food;Mexican;Restaurants
129352,yung5GumwW7s_-2hDz476A,"""Papa Murphy's""","""7465 West Cactus Road, Suite 101""",Peoria,AZ,85381,33.59450579999999,-112.21966909999999,5.0,13,1,Restaurants;Pizza
129357,4fbH3Yr1D5r5-QD-HReDlg,"""Dilly's Deli""","""3330 S Price Rd, Ste 101""",Tempe,AZ,85282,33.3924218342,-111.89353490100001,4.0,129,1,Salad;Delis;Restaurants;Caterers;Event Planning & Services;Sandwiches
129380,qKMi-ibwkFGxck4iNf_xmg,"""Vito & Nick's Ii""","""3321 E Queen Creek Rd""",Gilbert,AZ,85298,33.2630712,-111.71776200000001,4.5,5,0,Italian;Pizza;Restaurants
129383,Z5refCiM2cM1FIOAwFpiOA,"""Denny's""","""8131 W Bell Rd""",Peoria,AZ,85382,33.6377415446,-112.231560232,2.5,52,1,Restaurants;American (Traditional);Diners;Breakfast & Brunch
129384,nFVqjh-JCOuV2Uci1ZfJ_Q,"""Leo's Island BBQ""","""7665 W Bell Rd, Ste 103""",Peoria,AZ,85382,33.637061100000004,-112.2239376,4.5,373,1,Seafood;Restaurants;Barbeque;Hawaiian
129406,jq9gzjKbVWgeMYzA0aFzxw,"""Lola Coffee""","""1001 N 3rd Ave""",Phoenix,AZ,85003,33.4589695,-112.07748670000001,4.5,336,1,Breakfast & Brunch;Restaurants;Food;Coffee & Tea
129409,Z5jtjK4LGIkaARQrLKS-Lg,"""Jack In the Box""","""1911 S Power Rd""",Mesa,AZ,85206,33.3806025,-111.68725230000001,2.0,6,1,Restaurants;American (New)
129432,97Nk2G9pS96G1Bv9OuxxTg,"""Tumi Fine Peruvian Cuisine""","""2160 N Alma School Rd, Ste 116""",Chandler,AZ,85224,33.3375314,-111.85965449999999,4.0,66,0,Peruvian;Restaurants
129445,prrnJEMpCh1cSxrQJBYy7g,"""Hibachi City Buffet""","""3414 W Southern Ave, Ste 168""",Phoenix,AZ,85041,33.392204716799995,-112.13166698799999,3.0,7,1,Sushi Bars;Buffets;Restaurants;Chinese
129448,w95B_YptshIE_y68NTyylQ,"""Taco Bell""","""912 E Apache Blvd""",Tempe,AZ,85281,33.415094,-111.925817,3.0,32,1,Mexican;Restaurants;Tex-Mex;Fast Food
129476,fbLYRHIZAt3q839whhaBUg,"""Oregano's Pizza Bistro""","""4602 E Cactus Rd""",Phoenix,AZ,85032,33.5996610763,-111.98229337,3.5,258,1,Restaurants;Pizza;Italian
129509,nrrBpUG6MTAJrm1Mp5WcCA,"""Robert Emmets Food & Spirits""","""6411 N 59th Ave""",Glendale,AZ,85301,33.5306163,-112.1857943,3.5,18,1,Restaurants;Nightlife;Bars;Burgers;Sandwiches
129519,LfHUUOyJXWzUbyDrYfHHkw,"""Panera Bread""","""2370 W Happy Valley Rd""",Phoenix,AZ,85085,33.7145586134,-112.11071354200001,3.0,111,1,Food;Restaurants;Bakeries;Soup;Salad;Sandwiches
129537,tBQOZv_wWXsdzWql09A74Q,"""KFC""","""6837 E Main Street""",Mesa,AZ,85207,33.4154,-111.684,1.5,25,1,Restaurants;Chicken Wings;Fast Food
129548,cKIbCC5OVmrHIh8PawlI6g,"""Rock Bottom Restaurant & Brewery""","""21001 N Tatum Blvd""",Phoenix,AZ,85050,33.6931139271,-111.997843323,3.0,81,0,Breweries;Food;Restaurants;American (Traditional)
129556,BxKxFHXG4B2h1MXK8ebHZQ,"""Virtù""","""3701 N Marshall Way""",Scottsdale,AZ,85251,33.490695,-111.92796399999999,4.5,322,1,Mediterranean;American (New);Desserts;Restaurants;Food
129558,IR21NrXBSkOXSntPKtgEZg,"""Belvedere's""","""320 N 44th St""",Phoenix,AZ,85008,33.453135100000004,-111.9893905,3.5,23,0,Bars;Restaurants;Breakfast & Brunch;Event Planning & Services;Nightlife;American (Traditional);Venues & Event Spaces
129561,8ltZ8Q8lJKrHaXIRvYO7hA,"""Bubba Phatz BBQ""","""12 N Center""",Mesa,AZ,85201,33.4153566,-111.8314726,3.0,26,0,Barbeque;Restaurants
129564,KHZ8NKpNTkK_DKVUHAoJKQ,"""Bodega 13""","""8876 E Pinnacle Peak Rd""",Scottsdale,AZ,85255,33.7009049,-111.8889587,4.0,98,1,Tapas/Small Plates;Sandwiches;Restaurants;Tapas Bars;Modern European
129572,fZSvBAEDfnHskfbDBizjBw,"""Theo's Spartan Grill""","""1825 E University Dr""",Tempe,AZ,85281,33.4218916,-111.90924170000001,3.0,4,0,Greek;Mediterranean;Restaurants
129578,0VOh4VIq13oFburRU9gddw,"""The Side Door Corner Store""","""3370 N Hayden Rd, Ste 126""",Scottsdale,AZ,85251,33.4863936,-111.91035490000002,4.0,111,1,Italian;Bars;Nightlife;Pizza;Wine Bars;Restaurants
129594,yJWM768xijAw-MmlROktGA,"""McDonald's""","""321 W Mckellips Rd, Ste 106""",Mesa,AZ,85201,33.4509641,-111.8383265,3.5,3,1,Fast Food;Burgers;Restaurants
129626,ODjmz6khn1wsa1palLOmmA,"""Taco Del Mar""","""1239 S Higley Rd""",Mesa,AZ,85206,33.391749,-111.718769,2.5,7,0,Fast Food;Restaurants;Mexican
129629,VQDl9gM4PBMRnPMipFycrQ,"""Golden City Chinese Restruant""","""1018 N Arizona Ave""",Chandler,AZ,85225,33.321073600000005,-111.8426558,4.0,4,0,Chinese;Restaurants
129639,HkG8Ucn1E1R4acyhFrywEA,"""First Watch - Breakfast, Brunch & Lunch""","""1939 S Val Vista Dr""",Mesa,AZ,85204,33.380479,-111.7533699,4.0,163,1,American (Traditional);Restaurants;Cafes;Breakfast & Brunch
129643,vWnCZVeggUGMd_cXlBohwQ,"""Rosati's Pizza""","""1050 E Ray Rd""",Chandler,AZ,85225,33.322140000000005,-111.82185940000001,3.5,80,1,Restaurants;Pizza;Pasta Shops;Specialty Food;Italian;Food
129661,XaUiroJrP634SIx8O8xk9Q,"""LIMóN Tacos & Tequila""","""2750 W Dove Valley Rd""",Phoenix,AZ,85085,33.784101799999995,-112.1194149,3.0,24,1,Tacos;Restaurants;Mexican
129689,A2J7d9UxD40rVgjaKflVhw,"""Al's Gyro's""","""5932 W Bell Rd, Ste D109""",Glendale,AZ,85308,33.6403912,-112.1870284,4.5,61,1,Restaurants;Falafel;Greek;American (New);American (Traditional);Mediterranean
129704,2JV0xGXsszojof2BuEt_hw,"""Gallagher's""","""751 E Union Hls Dr""",Phoenix,AZ,85024,33.6536099,-112.0637743,3.0,65,1,Sports Bars;American (Traditional);Restaurants;Bars;Nightlife
129707,HtIDJhLEUUmIyOGsBEs1Rg,"""Bing's Burgers""","""825 S Cooper Rd, Ste B-1""",Gilbert,AZ,85233,33.334548600000005,-111.80485990000001,4.0,54,0,Fast Food;Restaurants;Burgers
129724,umxki_So2--o08q9bkXK6Q,"""Picazzo's Healthy Italian Kitchen""","""7325 Frank Lloyd Wright Blvd""",Scottsdale,AZ,85260,33.6371044,-111.92242399999999,4.0,283,1,Food;Restaurants;Gluten-Free;Pizza;Italian
129728,oXtNK3A31VrWb43gLnEPdA,"""MAS Peruvian Restaurant & Bar""","""1857 N Scottsdale Rd""",Tempe,AZ,85281,33.4508727,-111.92505890000001,4.5,50,1,Peruvian;Seafood;Cocktail Bars;Latin American;Restaurants;Nightlife;Bars
129745,e2tSdFte07CevESrPCYV9w,"""Cowgirls Steakhouse and Saloon""","""1733 N Dysart Rd""",Avondale,AZ,85392,33.467220000000005,-112.34031100000001,2.5,19,0,Sandwiches;Restaurants;Steakhouses
129753,nllcfGu2ayswvSx2aY3kiA,"""Casey Jones Grill""","""4163 W Thunderbird Rd""",Phoenix,AZ,85053,33.6106691,-112.1484831,2.0,21,0,American (Traditional);Restaurants
129828,LxNoSrtJYB7HvP5I-8p-Ow,"""Andrew's BBQ""","""730 E Guadalupe Rd, Ste 101""",Tempe,AZ,85283,33.364913859299996,-111.930521612,4.0,136,1,Barbeque;Restaurants
129829,luOWGdtAfsbrZ5kC_cjuYA,"""Ayala's AZ Kitchen Mexican Cafe""","""8427 W Peoria Ave""",Peoria,AZ,85345,33.5810883,-112.24049740000001,4.0,36,0,Restaurants;Mexican
129830,-092wE7j5HZOogMLAh40zA,"""Wong's Jr""","""8317 W Peoria Ave""",Peoria,AZ,85345,33.5819938,-112.2369102,3.5,83,1,Restaurants;Chinese
129846,DGqxvWTexSLYN0u86DCpuA,"""El Charrito Authentic Mexican Cuisine""","""5410 W Glendale Ave""",Glendale,AZ,85301,33.5388259,-112.1755105,3.0,17,1,Mexican;Restaurants
129851,jAl7qblSDlPoQYp5L3f3Ow,"""Pittsburgh Willy's""","""48 S San Marcos Pl""",Chandler,AZ,85225,33.303081,-111.843515,4.0,10,1,Hot Dogs;Restaurants
129921,VB-Cw7YKC9SWlzR4KUyGlA,"""Boston's Bar & Grille""","""1730 E Elliot Rd""",Tempe,AZ,85284,33.3505783,-111.9124243,3.0,36,1,Restaurants;Nightlife;Sports Bars;American (Traditional);Bars
129961,EV5GrHFiqab2nHfzjzsqpA,"""Subway""","""8987 W Olive Ave, Ste 132""",Peoria,AZ,85345,33.5655165,-112.25290749999999,2.0,4,1,Sandwiches;Restaurants;Fast Food
129985,fO4Bow3egoHP6GigQ2WQ2Q,"""Domino's Pizza""","""10719 W Indian School Rd""",Avondale,AZ,85392,33.4414221343,-112.337805899,3.0,11,1,Restaurants;Chicken Wings;Pizza;Sandwiches
129996,HKt_BDQJmQTc6WhU-3hyaA,"""Little Tokyo""","""7700 W Arrowhead Towne Ctr""",Glendale,AZ,85308,33.642205,-112.22531740000001,4.0,9,1,Restaurants;Fast Food;Japanese
129998,vcVsK2qq743JzJ67abICDg,"""Appetite Xpress""","""507 W Thomas Rd, Ste A""",Phoenix,AZ,85013,33.4800301695,-112.080959348,4.0,7,0,American (Traditional);Breakfast & Brunch;Restaurants
130014,tbMAjldMYhvDUS2gG5Fdxw,"""Bamboo Cafe""","""6615 W Happy Valley Rd""",Glendale,AZ,85310,33.7108231719,-112.200317072,3.5,107,1,Asian Fusion;Chinese;Gluten-Free;Restaurants
130066,5S4qWTntF4S-JNTbPNyYPw,"""Bold Roost Espresso Bar and Cafe""","""1489 S Higley Rd, Ste 103""",Gilbert,AZ,85296,33.3234736,-111.72053429999998,4.0,128,1,Coffee & Tea;Breakfast & Brunch;Food;Restaurants;Sandwiches
130073,6Rrlg6hnM0ir7ijhKG2ybA,"""5 & Diner""","""5025 S Arizona Mills Cir""",Tempe,AZ,85282,33.3839522302,-111.96182884299999,3.0,31,0,Restaurants;Diners
130127,Tf_VSzdWojiJNwNUQ3j4ZA,"""Wagon Wheel""","""36457 N Cave Creek Rd""",Cave Creek,AZ,85331,33.8166182,-111.9543202,4.0,47,1,Restaurants;Steakhouses;Burgers;Breakfast & Brunch
130133,erpMXkhBRNAwfXYfqIaC6Q,"""Sushi Bros""","""8841 N 19th Ave""",Phoenix,AZ,85021,33.5657923,-112.0991561,4.5,104,1,Sushi Bars;Restaurants;Japanese
130140,7HQ81njZvK2znQf2O0vQTQ,"""Burger King""","""450 N Gilbert Rd""",Gilbert,AZ,85234,33.3591388937,-111.790245595,1.5,6,1,Burgers;Restaurants;Hot Dogs;Fast Food
130196,4s_cPDS_AkLP1fXMJPqB2w,"""GOGI""","""2095 N Dobson Rd""",Chandler,AZ,85224,33.3372575074,-111.875935793,4.0,270,1,Korean;Restaurants;Sushi Bars;Food
130208,7qo6rqDjlHds8ObxzxBD4A,"""Brooklyn V's Pizza""","""894 E Warner Rd, Ste 101""",Gilbert,AZ,85296,33.3369592,-111.77133789999999,4.0,303,1,Event Planning & Services;Food;Local Flavor;Pizza;Caterers;Italian;Restaurants
130224,uNQFbFnQK-a68S1ktfD_yQ,"""Rosati's Pizza""","""2235 S Power Rd, Ste 118""",Mesa,AZ,85209,33.3749755,-111.6871525,4.0,40,1,Italian;Sandwiches;Chicken Wings;Pizza;Restaurants
130231,rjlAUHT8B6KhKAmkZqS1xw,"""Ladera Taverna y Cocina""","""8729 N Central Ave""",Phoenix,AZ,85020,33.5638095,-112.0735095,4.5,153,1,Bars;Mexican;Nightlife;Restaurants
130235,lwPLBi3U3HKC0fpXSkyUwQ,"""Jack in the Box""","""2113 W Happy Valley Rd""",Phoenix,AZ,85085,33.712325,-112.1050798,3.0,7,1,Fast Food;Restaurants
130242,3l54GTr8-E3XPbIxnF_sAA,"""Rehab Burger Therapy""","""7210 E 2nd St""",Scottsdale,AZ,85251,33.4915029708,-111.925627,4.5,1724,1,Restaurants;Sandwiches;Bars;Nightlife;Burgers;American (New)
130266,YTmyUCOyNbyDFnNMbYnH_g,"""Mugsy Dogs""","""3160 E Queen Creek Rd, Ste 101""",Higley,AZ,85295,33.263495839899996,-111.721366122,4.0,133,1,Fast Food;Hot Dogs;Food;Restaurants;American (Traditional);Burgers;Food Trucks
130288,tJyXQ8xziSqK7dtB0Md3mw,"""Boston's Restaurant & Sports Bar""","""400 W University Dr""",Tempe,AZ,85281,33.4221689,-111.944507,3.0,65,0,Sports Bars;Nightlife;Bars;Restaurants;Pizza
130295,HmRtRrxieDpk2ANibPFPSA,"""City Market Deli""","""1500 N Priest Dr""",Tempe,AZ,85281,33.4451976387,-111.956501289,2.0,10,1,Delis;Restaurants;American (Traditional)
130298,Mpy2zw01M1IcEP4svSPOIg,"""Mingo's Louisiana Kitchen""","""""",Phoenix,AZ,85041,33.3885174,-112.1132142,5.0,21,1,Caterers;Cajun/Creole;Event Planning & Services;Food;Food Trucks;Restaurants
130303,OkYwpGy4cHznqStfIQVA_w,"""Charley's Grilled Subs""","""1445 W Southern Ave""",Mesa,AZ,85202,33.3892091963,-111.860572536,3.0,4,0,Restaurants;Sandwiches
130317,A--a7fDcNZqhR6RlVdtEqQ,"""The Wine Studio""","""7337 E Shea Blvd""",Scottsdale,AZ,85260,33.5814933,-111.92350929999999,2.5,3,0,Food;Beer;Wine & Spirits;Restaurants
130323,B-gmkfNy3SEvAZSxXtWACg,"""McDonald's""","""3212 E Greenway Rd""",Phoenix,AZ,85032,33.6268623,-112.0127769,1.5,16,1,Restaurants;Burgers;Fast Food
130335,nsEO3MRzYLKfgtID7gvArw,"""La Parrilla Suiza""","""3508 W Peoria Ave""",Phoenix,AZ,85029,33.5835406557,-112.134662756,3.0,105,0,Restaurants;Mexican
130345,l4SRHKV2XLdUR_QpvVxI1g,"""The Downside Risk""","""8989 N Scottsdale Rd, Ste 608""",Scottsdale,AZ,85253,33.5671463821,-111.92451020700001,3.5,64,0,Nightlife;American (Traditional);Restaurants;Bars
130354,ITjzNOlmNSyS9FbsOZ3IUA,"""Mr Martz Hot Dogs""","""""",Glendale,AZ,85302,33.4657423475,-112.069432028,3.5,3,1,Food Stands;Restaurants;Hot Dogs
130355,9qGnuoT91dg8WtVGVMbWAQ,"""Good China Restaurant""","""9180 W Union Hills Dr""",Peoria,AZ,85382,33.653183,-112.25611809999998,3.5,107,1,Chinese;Restaurants
130369,Odf4f43DKsRWLu1Q826Vog,"""Devil's Kitchen""","""393 W Warner Rd, Ste 103""",Chandler,AZ,85225,33.3343182,-111.84656640000001,4.0,30,0,Restaurants;Vietnamese;Pizza;Burgers;Sandwiches;Cheesesteaks;American (New)
130374,p9JD02WiV5uzVNITH2qvpw,"""Thai Season""","""1245 West Baseline Rd""",Mesa,AZ,85202,33.378138899999996,-111.86138020000001,4.0,11,0,Thai;Restaurants
130430,CyWsCnkl2rEktQnVCZRA4w,"""Tully's Coffee""","""9404 W Westgate Blvd, Ste C103""",Glendale,AZ,85305,33.5343515,-112.2618192,3.0,5,0,Coffee & Tea;Restaurants;American (New);Food
130432,UGyEr_PMA-v1cuim0gMPlQ,"""NYPD Pizza""","""2580 W Chandler Blvd""",Chandler,AZ,85224,33.306832773000004,-111.885429716,4.0,193,1,Pizza;Restaurants;Italian
130458,akhMwlK3WO74eYFlw6f4oA,"""Waffle House""","""5030 W McDowell Rd""",Phoenix,AZ,85035,33.4670876585,-112.168103456,3.0,12,0,Breakfast & Brunch;Restaurants
130472,CJxRsR81ETN4QXQyB3YjQQ,"""Jimmy G's Burgers""","""3102 N 16 St""",Phoenix,AZ,85016,33.484010999999995,-112.048027,4.5,43,0,Restaurants;Burgers;Food;Bagels;Comfort Food
130474,6sheMoVcv6xrs1E7-bNPZQ,"""Tailgaters and Il Primo Pizza & Wings""","""15529 W Bell Rd""",Surprise,AZ,85374,33.636801299999995,-112.3968142,3.5,33,1,Bars;Sports Bars;Nightlife;Pizza;Burgers;Sandwiches;Restaurants
130483,Wag4bnx38zJ4ihDn8-7--A,"""Handlebar J""","""7116 E Becker Ln""",Scottsdale,AZ,85254,33.58314,-111.92751000000001,3.5,130,1,Nightlife;Music Venues;Dance Clubs;Burgers;Country Dance Halls;Steakhouses;American (Traditional);Bars;Barbeque;American (New);Restaurants;Arts & Entertainment
130507,eq-SNqLqUP5rAc_PZAHuEA,"""RA Sushi Bar Restaurant""","""3815 N Scottsdale Rd""",Scottsdale,AZ,85251,33.4919777,-111.9259023,3.0,407,1,Japanese;Restaurants;Asian Fusion;Sushi Bars
130518,QYfG99LsG7jtnIWsxW3qZA,"""Domino's Pizza""","""13706 N 51st Ave""",Glendale,AZ,85304,33.6098762,-112.1690392,2.0,20,1,Restaurants;Chicken Wings;Pizza;Sandwiches
130542,oDxvrLYe5SiQKdJlGhheoA,"""Baja Joe's Mexican Cantina""","""1927 N Gilbert Rd, Ste 6""",Mesa,AZ,85203,33.450355,-111.78678149999999,4.0,285,1,Arts & Entertainment;Latin American;Seafood;Restaurants;Nightlife;Mexican;Music Venues
130551,fMtJHpD-l0GGFKr5xnbWnQ,"""NOSH Arizona""","""4080 W Ray Rd, Ste 26""",Chandler,AZ,85226,33.322376,-111.911819,4.0,111,0,Gastropubs;Beer;Wine & Spirits;Bars;Vegetarian;Arts & Entertainment;Restaurants;Wineries;Food;Wine Bars;Nightlife
130561,a9strREjmyUp961wdhhA5w,"""Taco Bell""","""2760 South Alma School""",Mesa,AZ,85210,33.365244,-111.859,2.5,17,1,Tex-Mex;Fast Food;Restaurants;Mexican
130619,HNQzTcyaW3PwJ2oC8vKWHw,"""Filiberto's Mexican Food""","""3504 W. Northern Ave""",Phoenix,AZ,85051,33.5534847,-112.1353804,2.5,16,1,Mexican;Restaurants
